image dimensions 100x72
Time elapsed was 638556ns or 0.000638556s
image dimensions 100x72
Time elapsed was 4340169ns or 0.004340169s
image dimensions 100x72
Time elapsed was 2492724ns or 0.002492724s
image dimensions 100x72
Time elapsed was 485682ns or 0.000485682s
image dimensions 100x72
Time elapsed was 3574456ns or 0.003574456s
image dimensions 100x72
Time elapsed was 5617945ns or 0.005617945s
image dimensions 100x72
Time elapsed was 5606458ns or 0.005606458s
image dimensions 100x72
Time elapsed was 3571468ns or 0.003571468s
image dimensions 100x72
Time elapsed was 2247745ns or 0.002247745s
image dimensions 100x72
Time elapsed was 1128084ns or 0.001128084s
