Time elapsed was 52689676ns or 0.052689676s
Time elapsed was 52694668ns or 0.052694668s
Time elapsed was 52739608ns or 0.052739608s
Time elapsed was 52767176ns or 0.052767176s
Time elapsed was 52658329ns or 0.052658329s
Time elapsed was 52725256ns or 0.052725256s
Time elapsed was 53270258ns or 0.053270258s
Time elapsed was 52675616ns or 0.052675616s
Time elapsed was 53785147ns or 0.053785147s
Time elapsed was 52968744ns or 0.052968744s
