Time elapsed was 65933ns or 0.000065933s
Time elapsed was 115084ns or 0.000115084s
Time elapsed was 64197ns or 0.000064197s
Time elapsed was 65573ns or 0.000065573s
Time elapsed was 66473ns or 0.000066473s
Time elapsed was 122975ns or 0.000122975s
Time elapsed was 94871ns or 0.000094871s
Time elapsed was 68225ns or 0.000068225s
Time elapsed was 63991ns or 0.000063991s
Time elapsed was 63396ns or 0.000063396s
